name,num_qubits,depth,time
cirq_random,4,1,0.001735687255859375
cirq_random,4,1,0.0009257793426513672
cirq_random,4,1,0.0008728504180908203
cirq_random,4,1,0.0007066726684570312
cirq_random,4,1,0.000904083251953125
cirq_random,4,1,0.0007266998291015625
cirq_random,4,1,0.0009205341339111328
cirq_random,4,1,0.0008270740509033203
cirq_random,4,1,0.0007319450378417969
cirq_random,4,1,0.0008285045623779297
cirq_random,4,1,0.0008990764617919922
cirq_random,4,1,0.0007004737854003906
cirq_random,4,1,0.0007178783416748047
cirq_random,4,1,0.0006968975067138672
cirq_random,4,1,0.000698089599609375
cirq_random,4,1,0.0008344650268554688
cirq_random,4,1,0.0007460117340087891
cirq_random,4,1,0.0008103847503662109
cirq_random,4,1,0.00084686279296875
cirq_random,4,1,0.0008611679077148438
cirq_random,4,1,0.0008208751678466797
cirq_random,4,1,0.0008127689361572266
cirq_random,4,1,0.0008068084716796875
cirq_random,4,1,0.0008249282836914062
cirq_random,4,1,0.0006995201110839844
cirq_random,4,1,0.0007147789001464844
cirq_random,4,1,0.0007178783416748047
cirq_random,4,1,0.0009002685546875
cirq_random,4,1,0.0008220672607421875
cirq_random,4,1,0.0007350444793701172
cirq_random,4,1,0.0007548332214355469
cirq_random,4,1,0.00081634521484375
cirq_random,4,1,0.0008313655853271484
cirq_random,4,1,0.0007271766662597656
cirq_random,4,1,0.0010077953338623047
cirq_random,4,1,0.0007302761077880859
cirq_random,4,1,0.0008187294006347656
cirq_random,4,1,0.0008428096771240234
cirq_random,4,1,0.0009002685546875
cirq_random,4,1,0.0008172988891601562
cirq_random,4,1,0.0007119178771972656
cirq_random,4,1,0.00084686279296875
cirq_random,4,1,0.0007154941558837891
cirq_random,4,1,0.0009162425994873047
cirq_random,4,1,0.0007164478302001953
cirq_random,4,1,0.0007109642028808594
cirq_random,4,1,0.0008070468902587891
cirq_random,4,1,0.000896453857421875
cirq_random,4,1,0.0008330345153808594
cirq_random,4,1,0.0007190704345703125
cirq_random,4,1,0.0008196830749511719
cirq_random,4,1,0.0008413791656494141
cirq_random,4,1,0.0007205009460449219
cirq_random,4,1,0.0008127689361572266
cirq_random,4,1,0.0008440017700195312
cirq_random,4,1,0.0008456707000732422
cirq_random,4,1,0.0007238388061523438
cirq_random,4,1,0.0007076263427734375
cirq_random,4,1,0.0006997585296630859
cirq_random,4,1,0.0009343624114990234
cirq_random,4,1,0.0007240772247314453
cirq_random,4,1,0.0007066726684570312
cirq_random,4,1,0.0007178783416748047
cirq_random,4,1,0.0007417201995849609
cirq_random,4,1,0.0008068084716796875
cirq_random,4,1,0.0008263587951660156
cirq_random,4,1,0.0007066726684570312
cirq_random,4,1,0.0007176399230957031
cirq_random,4,1,0.0007152557373046875
cirq_random,4,1,0.0007257461547851562
cirq_random,4,1,0.000843048095703125
cirq_random,4,1,0.0007150173187255859
cirq_random,4,1,0.0007026195526123047
cirq_random,4,1,0.0008103847503662109
cirq_random,4,1,0.0009102821350097656
cirq_random,4,1,0.0009717941284179688
cirq_random,4,1,0.00080108642578125
cirq_random,4,1,0.0007100105285644531
cirq_random,4,1,0.0007457733154296875
cirq_random,4,1,0.0007269382476806641
cirq_random,4,1,0.000820159912109375
cirq_random,4,1,0.0008313655853271484
cirq_random,4,1,0.0008108615875244141
cirq_random,4,1,0.0007059574127197266
cirq_random,4,1,0.0007052421569824219
cirq_random,4,1,0.000732421875
cirq_random,4,1,0.0009794235229492188
