Device #0, Loaded binary from: /home/ubuntu/.qrack/qrack_ocl_dev_0.ir
Default platform: NVIDIA CUDA
Default device: Tesla M60
OpenCL device #0: Tesla M60

100 iterations
# of Qubits, Depth, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
21, 18, 172.473,30.3722,78.644,159.536,176.255,194.163,227.382
21, 19, 186.496,28.8857,94.361,170.453,190.793,208.15,250.885
21, 20, 203.342,23.6279,115.911,190.359,204.46,219.594,264.715
22, 1, 2.19818,2.06177,0.031,0.0365,1.8605,3.6395,8.906
22, 2, 5.95927,3.55347,0.055,3.767,5.7135,7.7695,15.439
22, 3, 11.4159,5.36607,0.076,7.4455,11.0475,14.956,27.36
22, 4, 17.6656,7.13241,0.098,12.6815,17.878,22.343,43.7
22, 5, 25.5204,9.26477,6.743,19.203,24.4815,30.96,72.587
22, 6, 36.8914,16.0355,11.532,27.049,32.708,42.789,106.557
22, 7, 48.3365,21.3461,21.582,34.557,41.3895,56.025,146.581
22, 8, 55.7275,23.338,22.768,39.5415,49.565,64.066,129.483
22, 9, 74.8252,31.2237,32.129,51.7535,65.633,95.869,157.722
22, 10, 93.8127,41.2621,37.739,56.984,86.2735,125.945,215.773
22, 11, 114.075,38.7599,37.78,84.4325,110.275,139.339,242.412
22, 12, 132.362,48.1993,48.99,94.0715,133.715,168.797,253.007
22, 13, 172.677,45.0963,62.748,143.387,169.707,208.145,286.175
22, 14, 191.826,50.3647,88.711,158.724,191.722,224.362,319.105
22, 15, 232.904,58.2153,65.045,193.033,240.871,279.43,330.914
22, 16, 248.058,55.5171,92.168,211.777,255.337,292.47,359.728
22, 17, 268.248,61.3773,109.72,225.361,273.602,312.524,416.505
22, 18, 313.387,56.8259,124.091,281.65,317.839,359.039,449.555
22, 19, 329.858,57.7897,185.911,292.688,330.931,375.75,470.668
22, 20, 362.269,53.0429,195.351,336.511,365.561,396.073,498.61
23, 1, 1.89867,1.88425,0.034,0.0365,1.823,3.222,10.392
23, 2, 6.41561,3.47453,0.057,3.9785,6.431,9.1995,16.305
23, 3, 11.5941,5.60871,0.079,7.802,11.006,15.2745,27.23
23, 4, 18.7776,7.04299,6.472,14.084,18.801,23.772,40.378
23, 5, 27.3698,9.604,6.254,21.4525,26.658,32.166,65.459
23, 6, 37.0372,15.3714,16.453,27.083,33.354,45.894,114.733
23, 7, 59.1536,32.824,25.184,37.121,46.8425,66.008,182.516
23, 8, 82.1675,53.7182,23.636,43.1365,66.433,104.234,320.169
23, 9, 103.06,54.1395,35.446,61.0855,91.92,130.637,263.789
23, 10, 155.785,83.3861,39.4,89.1505,134.875,210.948,363.856
23, 11, 201.597,91.9762,54.506,128.952,191.461,270.558,419.053
23, 12, 235.092,96.5737,50.947,153.839,239.624,300.86,478.758
23, 13, 295.549,95.5312,50.11,224.122,304.345,369.219,558.515
23, 14, 356.084,101.4,99.768,289.209,363.643,425.314,587.585
23, 15, 405.078,109.643,159.591,329.831,402.995,477.42,678.465
23, 16, 453.054,111.212,151.918,369.034,454.933,532.604,683.963
23, 17, 534.993,111.28,239.246,464.678,535.6,620.505,765.551
23, 18, 590.857,131.08,218.838,518.565,603.907,680.591,903.272
23, 19, 632.79,126.962,222.753,577.865,637.305,711.461,926.526
23, 20, 689.38,114.887,377.506,603.07,702.833,778.534,889.299
24, 1, 2.22618,2.15907,0.036,0.041,1.882,3.536,12.398
24, 2, 6.33919,3.56603,0.06,4.0805,6.116,9.085,16.262
24, 3, 12.9929,5.85599,1.998,9.0385,12.913,16.694,28.627
24, 4, 21.3539,7.00324,0.105,16.361,20.97,26.6885,41.512
24, 5, 29.6168,17.4079,0.129,20.9165,26.399,32.769,115.094
24, 6, 52.8634,41.7648,14.66,30.2115,39.1245,56.706,224.777
24, 7, 72.7285,58.7363,16.52,37.6655,50.989,74.5375,321.527
24, 8, 126.934,91.5567,30.781,60.9745,94.867,166.69,469.572
24, 9, 191.407,124.21,34.243,97.675,159.985,267.575,576.547
24, 10, 264.86,168.259,42.353,136.807,230.528,373.795,760.202
24, 11, 350.971,165.142,51.473,216.146,337.426,461.578,821.51
24, 12, 442.312,183.582,115.878,305.758,419.158,571.718,912.253
24, 13, 550.956,213.296,96.447,372.641,536.115,714.948,1033.3
24, 14, 671.317,231.946,137.444,500.962,684.5,854.905,1110.39
24, 15, 791.619,232.16,234.412,616.482,837.887,952.39,1339.58
24, 16, 910.454,253.946,183.026,733.824,910.676,1084.11,1429.42
24, 17, 978.545,251.066,405.105,788.684,999.265,1200.17,1477.24
24, 18, 1112.49,252.258,496.836,943.581,1133.57,1306.33,1659.19
24, 19, 1282.01,243.656,580.535,1139.94,1282.79,1446.38,1792.6
24, 20, 1406.66,239.82,699.106,1260.41,1461.6,1586.14,1845.46
25, 1, 2.30157,2.21347,0.036,0.041,1.872,3.5495,9.372
25, 2, 6.82251,3.95964,0.062,3.9475,5.856,9.521,17.887
25, 3, 13.8997,5.39936,3.91,9.9445,13.4325,17.1055,28.976
25, 4, 23.5424,14.2465,5.625,16.357,21.1345,27.0535,114.932
25, 5, 33.9669,24.3691,12.178,22.007,27.9,34.4595,188.441
25, 6, 56.393,50.3256,15.155,30.2335,40.016,60.8645,322.278
25, 7, 102.548,107.155,21.109,41.9675,63.075,115.07,720.102
25, 8, 209.061,205.126,35.21,59.3045,131.649,305.975,1011.56
25, 9, 342.847,264.817,40.319,129.922,288.247,469.25,1244.06
25, 10, 489.724,315.471,46.653,223.796,395.104,714.299,1330.56
25, 11, 710.524,358.204,54.294,471.511,692.704,912.842,1865.06
25, 12, 814.216,398.779,154.41,482.721,804.428,1040.74,1939.96
25, 13, 1097.47,444.301,195.858,775.833,1081.31,1396.09,2188.6
25, 14, 1324.89,459.648,107.667,992.292,1292.02,1674.54,2188.83
25, 15, 1569.29,487.983,268.672,1214.48,1656.93,1929.78,2532.61
25, 16, 1805.91,461.083,684.132,1584.17,1891.89,2151.97,2831.88
25, 17, 2039.73,505.498,782.673,1651.76,1977.17,2460.84,3026.73
25, 18, 2346.9,492.9,783.731,1986.72,2440.79,2707.24,3425.62
25, 19, 2500.46,499.761,1378.99,2066.88,2547.91,2874.71,3682.35
25, 20, 2746.12,493.088,1267.55,2485.67,2782.22,3041.7,3908.36
26, 1, 2.28576,2.041,0.038,0.043,1.8845,3.542,9.476
26, 2, 7.54359,3.86938,0.068,4.1735,7.484,10.0605,18.226
26, 3, 13.7878,5.96546,1.987,9.328,12.963,17.8645,29.24
26, 4, 21.3108,9.02329,2.039,15.226,20.7205,26.854,58.957
26, 5, 40.4104,37.717,10.814,26.62,31.1915,36.518,238.755
26, 6, 93.8681,145.439,17.18,33.4785,46.197,88.5915,1148.38
26, 7, 159.111,206.547,17.921,45.5715,82.047,149.898,1078.02
26, 8, 334.932,373.417,30.344,90.6355,168.095,515.045,2018.14
26, 9, 536.256,513.831,32.106,177.766,351.521,711.458,2430.58
26, 10, 939.662,670.681,33.723,352.292,878.714,1259.98,2838.66
26, 11, 1225.99,721.084,142.665,615.638,1084.36,1738.45,3164.89
26, 12, 1656.74,817.234,226.198,933.907,1607.06,2337.26,3728.71
26, 13, 2146.83,856.732,542.039,1438.25,2164.84,2803.61,3792.38
26, 14, 2625.04,902.728,583.546,1954.72,2681.63,3125.61,4649.08
26, 15, 3180.15,996.127,532.768,2465.59,3189.64,3880.72,5219.24
26, 16, 3664.17,945.543,1450.57,2965.03,3611.25,4362.54,5530.54
26, 17, 3840.87,965.74,1411.67,3276.33,3852.45,4468.93,5955.86
26, 18, 4582.13,1050.73,1893.51,4042.46,4657.52,5359.98,6608.62
26, 19, 5178.83,1072.86,2510.25,4424.05,5257.14,5967.52,7571.42
26, 20, 5702.76,1000.12,2653.41,5173.41,5657.23,6293.77,9009.09
27, 1, 2.48231,2.28435,0.04,0.8295,1.888,3.566,11.107
27, 2, 6.35951,3.79023,0.067,3.8235,5.806,9.1705,20.215
27, 3, 14.4806,7.13703,1.765,9.66,13.153,18.896,37.538
27, 4, 23.5012,13.3876,3.858,16.8425,23.095,28.177,127.801
27, 5, 40.1739,40.4287,11.711,25.78,31.193,38.928,306.353
27, 6, 94.304,144.69,17.578,33.714,46.527,80.001,981.526
27, 7, 290.212,379.195,11.387,46.958,140.113,399.654,1820.41
27, 8, 541.946,566.397,33.623,132.615,371.158,665.678,2581.9
27, 9, 1108.38,933.106,31.799,461.732,757.197,1512.28,4130.66
27, 10, 1541.83,1147.1,49.09,548.163,1316.34,2432.56,4888.82
27, 11, 2819.55,1538.29,182.027,1606.22,2789.44,3579.33,8279.73
27, 12, 3371.26,1570.18,437.234,2087.43,3273.18,4632.5,7232.13
27, 13, 4408.73,2045.49,460.345,2771.87,4283.8,5839.57,8739.47
27, 14, 5658.64,1923.49,1811.91,4133.31,5448.29,7042.67,9936.62
27, 15, 6502.17,2074.41,1151.46,4681.19,6896.82,8097.27,10141.5
27, 16, 7384.23,2139.37,3235.31,5449.86,7759.02,8978.04,11703.1
27, 17, 8543.97,2459.6,1943.55,6849.4,8931.84,10241.4,14052.9
27, 18, 9166.28,2027.18,3721.41,7729.73,9369.45,10364.2,14588.1
27, 19, 10531,2331.05,2318.69,9322,10644.6,12080.9,15283.7
27, 20, 11532.1,2010.52,5560.84,10177.3,11470.1,12870.9,16420.5
28, 1, 2.4421,2.05825,0.041,1.612,1.8895,3.5535,9.391
28, 2, 7.413,4.22508,0.073,4.146,7.0215,9.8315,20.732
28, 3, 14.3745,6.76304,2.013,9.6035,13.7115,18.6795,29.396
28, 4, 26.9662,20.7283,7.472,19.291,24.2725,29.2625,171.215
28, 5, 51.1564,61.1682,12.443,26.14,31.6335,42.9875,387.785
28, 6, 197.5,511.03,13.208,33.6475,50.6665,149.524,4709.73
28, 7, 348.851,434.21,25.332,65.245,188.592,387.034,2343.44
28, 8, 900.456,1030.59,26.086,162.544,482.997,1334.21,4329.36
28, 9, 1849.65,1584.25,54.605,685.358,1193.43,2455.07,6694.04
28, 10, 3217.35,2444.28,208.851,1136.37,2751.28,4733.15,12068
28, 11, 4843.79,3211.36,491.239,2477.53,4254.79,7070.24,14651.9
28, 12, 6491.14,3405.41,685.385,3558,6782.59,8923.7,19605.7
28, 13, 8223.37,3741.15,997.092,5294.42,7682.7,11686.8,16659.5
28, 14, 10910.2,4106.15,1268.24,7832.44,10862.6,14660.2,18791.8
28, 15, 12266.3,4232.4,3199.09,9229.87,12373.5,15092.7,22180.9
28, 16, 15101.2,4665.72,2963.59,12122.2,14927.1,18142.4,24613.9
28, 17, 17489.7,4792.04,7459.74,14413.8,17470.5,21070.6,28646.1
28, 18, 19089.3,4730.63,4280.26,15492.1,19566.7,22597.3,31308.6
28, 19, 21049,5291.74,5314.32,17713.7,21180.3,24553.2,31457.1
28, 20, 24136.8,4077.64,12964.5,21460.5,24616.5,27297.1,30308.2

