name,num_qubits,depth,time
qiskit_sycamore,4,1,0.0723562240600586
qiskit_sycamore,4,1,0.004371166229248047
qiskit_sycamore,4,1,0.004284381866455078
qiskit_sycamore,4,1,0.0043604373931884766
qiskit_sycamore,4,1,0.0042476654052734375
qiskit_sycamore,4,1,0.00425267219543457
qiskit_sycamore,4,1,0.004365205764770508
qiskit_sycamore,4,1,0.004232168197631836
qiskit_sycamore,4,1,0.004204511642456055
qiskit_sycamore,4,1,0.004376888275146484
qiskit_sycamore,4,1,0.004143953323364258
qiskit_sycamore,4,1,0.004205942153930664
qiskit_sycamore,4,1,0.004354715347290039
qiskit_sycamore,4,1,0.004221677780151367
qiskit_sycamore,4,1,0.0042307376861572266
qiskit_sycamore,4,1,0.0043408870697021484
qiskit_sycamore,4,1,0.004235506057739258
qiskit_sycamore,4,1,0.004242420196533203
qiskit_sycamore,4,1,0.004403829574584961
qiskit_sycamore,4,1,0.004230499267578125
qiskit_sycamore,4,1,0.004260540008544922
qiskit_sycamore,4,1,0.004393815994262695
qiskit_sycamore,4,1,0.004187583923339844
qiskit_sycamore,4,1,0.004204750061035156
qiskit_sycamore,4,1,0.004365682601928711
qiskit_sycamore,4,1,0.004120588302612305
qiskit_sycamore,4,1,0.004243135452270508
qiskit_sycamore,4,1,0.0043239593505859375
qiskit_sycamore,4,1,0.004191875457763672
qiskit_sycamore,4,1,0.004262208938598633
qiskit_sycamore,4,1,0.00435185432434082
qiskit_sycamore,4,1,0.004129886627197266
qiskit_sycamore,4,1,0.004215717315673828
qiskit_sycamore,4,1,0.00457453727722168
qiskit_sycamore,4,1,0.00420379638671875
qiskit_sycamore,4,1,0.004164695739746094
qiskit_sycamore,4,1,0.004311323165893555
qiskit_sycamore,4,1,0.004192352294921875
qiskit_sycamore,4,1,0.004192829132080078
qiskit_sycamore,4,1,0.004363298416137695
qiskit_sycamore,4,1,0.004216432571411133
qiskit_sycamore,4,1,0.0042324066162109375
qiskit_sycamore,4,1,0.004200458526611328
qiskit_sycamore,4,1,0.004143953323364258
qiskit_sycamore,4,1,0.004187583923339844
qiskit_sycamore,4,1,0.004331350326538086
qiskit_sycamore,4,1,0.004225969314575195
qiskit_sycamore,4,1,0.004235506057739258
qiskit_sycamore,4,1,0.004336118698120117
qiskit_sycamore,4,1,0.004222393035888672
qiskit_sycamore,4,1,0.0040645599365234375
qiskit_sycamore,4,1,0.004332304000854492
qiskit_sycamore,4,1,0.004228830337524414
qiskit_sycamore,4,1,0.0042095184326171875
qiskit_sycamore,4,1,0.004344463348388672
qiskit_sycamore,4,1,0.004217624664306641
qiskit_sycamore,4,1,0.004171848297119141
qiskit_sycamore,4,1,0.004311800003051758
qiskit_sycamore,4,1,0.00419306755065918
qiskit_sycamore,4,1,0.004208803176879883
qiskit_sycamore,4,1,0.004403591156005859
qiskit_sycamore,4,1,0.004296302795410156
qiskit_sycamore,4,1,0.004224061965942383
qiskit_sycamore,4,1,0.004327297210693359
qiskit_sycamore,4,1,0.004229545593261719
qiskit_sycamore,4,1,0.0040895938873291016
qiskit_sycamore,4,1,0.004296779632568359
qiskit_sycamore,4,1,0.004219770431518555
qiskit_sycamore,4,1,0.004230976104736328
qiskit_sycamore,4,1,0.00449681282043457
qiskit_sycamore,4,1,0.0041882991790771484
qiskit_sycamore,4,1,0.004201650619506836
qiskit_sycamore,4,1,0.004322052001953125
qiskit_sycamore,4,1,0.0040743350982666016
qiskit_sycamore,4,1,0.004168272018432617
qiskit_sycamore,4,1,0.004307270050048828
qiskit_sycamore,4,1,0.004191875457763672
qiskit_sycamore,4,1,0.0042493343353271484
qiskit_sycamore,4,1,0.004373073577880859
qiskit_sycamore,4,1,0.004209995269775391
qiskit_sycamore,4,1,0.004168272018432617
qiskit_sycamore,4,1,0.004335880279541016
qiskit_sycamore,4,1,0.004187583923339844
qiskit_sycamore,4,1,0.004197835922241211
qiskit_sycamore,4,1,0.00430607795715332
qiskit_sycamore,4,1,0.004209041595458984
qiskit_sycamore,4,1,0.0041768550872802734
qiskit_sycamore,4,1,0.004370927810668945
qiskit_sycamore,4,1,0.004128694534301758
qiskit_sycamore,4,1,0.004168272018432617
qiskit_sycamore,4,1,0.004185199737548828
qiskit_sycamore,4,1,0.004199981689453125
qiskit_sycamore,4,1,0.00420689582824707
qiskit_sycamore,4,1,0.0043103694915771484
qiskit_sycamore,4,1,0.004212141036987305
qiskit_sycamore,4,1,0.004227161407470703
qiskit_sycamore,4,1,0.0043582916259765625
qiskit_sycamore,4,1,0.004160165786743164
qiskit_sycamore,4,1,0.004246711730957031
qiskit_sycamore,4,1,0.004300355911254883
qiskit_sycamore,4,2,0.004587888717651367
qiskit_sycamore,4,2,0.004626274108886719
qiskit_sycamore,4,2,0.004569292068481445
qiskit_sycamore,4,2,0.004751443862915039
qiskit_sycamore,4,2,0.004526853561401367
qiskit_sycamore,4,2,0.004660129547119141
qiskit_sycamore,4,2,0.004486799240112305
qiskit_sycamore,4,2,0.0046503543853759766
qiskit_sycamore,4,2,0.004492282867431641
qiskit_sycamore,4,2,0.004687309265136719
qiskit_sycamore,4,2,0.0045032501220703125
qiskit_sycamore,4,2,0.00464940071105957
qiskit_sycamore,4,2,0.0044939517974853516
qiskit_sycamore,4,2,0.004622459411621094
qiskit_sycamore,4,2,0.004524946212768555
qiskit_sycamore,4,2,0.004685878753662109
qiskit_sycamore,4,2,0.004442691802978516
qiskit_sycamore,4,2,0.0045816898345947266
qiskit_sycamore,4,2,0.004492759704589844
qiskit_sycamore,4,2,0.004618406295776367
qiskit_sycamore,4,2,0.004567384719848633
qiskit_sycamore,4,2,0.00469207763671875
qiskit_sycamore,4,2,0.004531145095825195
qiskit_sycamore,4,2,0.004593849182128906
qiskit_sycamore,4,2,0.004560232162475586
qiskit_sycamore,4,2,0.004685401916503906
qiskit_sycamore,4,2,0.00452423095703125
qiskit_sycamore,4,2,0.0047969818115234375
qiskit_sycamore,4,2,0.004481792449951172
qiskit_sycamore,4,2,0.049512386322021484
qiskit_sycamore,4,2,0.004672050476074219
qiskit_sycamore,4,2,0.0046694278717041016
qiskit_sycamore,4,2,0.0044748783111572266
qiskit_sycamore,4,2,0.0045719146728515625
qiskit_sycamore,4,2,0.0044994354248046875
qiskit_sycamore,4,2,0.004640102386474609
qiskit_sycamore,4,2,0.00451350212097168
qiskit_sycamore,4,2,0.0046539306640625
qiskit_sycamore,4,2,0.004463672637939453
qiskit_sycamore,4,2,0.004639387130737305
qiskit_sycamore,4,2,0.0044939517974853516
qiskit_sycamore,4,2,0.0045735836029052734
qiskit_sycamore,4,2,0.0045468807220458984
qiskit_sycamore,4,2,0.0046198368072509766
qiskit_sycamore,4,2,0.004566192626953125
qiskit_sycamore,4,2,0.004681825637817383
qiskit_sycamore,4,2,0.0045163631439208984
qiskit_sycamore,4,2,0.004664897918701172
qiskit_sycamore,4,2,0.004517316818237305
qiskit_sycamore,4,2,0.004643678665161133
qiskit_sycamore,4,2,0.004499673843383789
qiskit_sycamore,4,2,0.0047016143798828125
qiskit_sycamore,4,2,0.0045626163482666016
qiskit_sycamore,4,2,0.0047795772552490234
qiskit_sycamore,4,2,0.004545688629150391
qiskit_sycamore,4,2,0.004601955413818359
qiskit_sycamore,4,2,0.004543304443359375
qiskit_sycamore,4,2,0.004622697830200195
qiskit_sycamore,4,2,0.004499912261962891
qiskit_sycamore,4,2,0.004539012908935547
qiskit_sycamore,4,2,0.004525661468505859
qiskit_sycamore,4,2,0.004641056060791016
qiskit_sycamore,4,2,0.004564523696899414
qiskit_sycamore,4,2,0.0046482086181640625
qiskit_sycamore,4,2,0.004460811614990234
qiskit_sycamore,4,2,0.004560947418212891
qiskit_sycamore,4,2,0.004518270492553711
qiskit_sycamore,4,2,0.0046427249908447266
